date,OT
2025-01-01 00:00:00,251149228.8716509
2025-01-01 00:00:01,251242326.80104655
2025-01-01 00:00:02,251515558.95910063
2025-01-01 00:00:03,251547259.8914394
2025-01-01 00:00:04,250591410.47761586
2025-01-01 00:00:05,248722864.12396893
2025-01-01 00:00:06,251614639.51425457
2025-01-01 00:00:07,250440418.20392868
2025-01-01 00:00:08,252499718.58202645
2025-01-01 00:00:09,251029731.14158738
2025-01-01 00:00:10,244533005.79608396
2025-01-01 00:00:11,250415560.8791288
2025-01-01 00:00:12,249870593.6920087
2025-01-01 00:00:13,246886553.04272726
2025-01-01 00:00:14,253919586.33174518
2025-01-01 00:00:15,252370362.29719213
2025-01-01 00:00:16,251038532.68433562
2025-01-01 00:00:17,248699513.3127663
2025-01-01 00:00:18,254226027.82054538
2025-01-01 00:00:19,255983385.03845122
2025-01-01 00:00:20,249528628.61335933
2025-01-01 00:00:21,253783333.84441116
2025-01-01 00:00:22,254136030.4783189
2025-01-01 00:00:23,258782472.85417718
2025-01-01 00:00:24,260389559.31216112
2025-01-01 00:00:25,255758652.6418906
2025-01-01 00:00:26,251376540.0683505
2025-01-01 00:00:27,252836035.58226407
2025-01-01 00:00:28,248035831.3208938
2025-01-01 00:00:29,251521752.58681262
2025-01-01 00:00:30,251495765.47661418
2025-01-01 00:00:31,251044645.03313488
2025-01-01 00:00:32,254371128.73121873
2025-01-01 00:00:33,253390050.84100428
2025-01-01 00:00:34,247393719.53925014
2025-01-01 00:00:35,252510866.72966045
2025-01-01 00:00:36,253444330.02088544
2025-01-01 00:00:37,250452513.87240985
2025-01-01 00:00:38,249606703.0471383
2025-01-01 00:00:39,247244342.68012697
2025-01-01 00:00:40,246447788.79973495
2025-01-01 00:00:41,245076727.14864078
2025-01-01 00:00:42,248691965.16778344
2025-01-01 00:00:43,250857610.55793977
2025-01-01 00:00:44,252901151.69641224
2025-01-01 00:00:45,250239414.62824404
2025-01-01 00:00:46,250025804.78399807
2025-01-01 00:00:47,251092008.49978867
2025-01-01 00:00:48,250757976.7560539
2025-01-01 00:00:49,249218870.1209724
2025-01-01 00:00:50,247846410.22082013
2025-01-01 00:00:51,246684508.9928396
2025-01-01 00:00:52,250314810.15988526
2025-01-01 00:00:53,248513229.6401792
2025-01-01 00:00:54,249134499.71619308
2025-01-01 00:00:55,246218837.47513157
2025-01-01 00:00:56,248999744.1224226
2025-01-01 00:00:57,248447003.15867612
2025-01-01 00:00:58,250361896.2725272
2025-01-01 00:00:59,249011013.91268918
2025-01-01 00:01:00,251685596.09469593
2025-01-01 00:01:01,249461491.9578314
2025-01-01 00:01:02,250238733.02610236
2025-01-01 00:01:03,250006227.8673891
2025-01-01 00:01:04,250179540.2049358
2025-01-01 00:01:05,251032407.69888702
2025-01-01 00:01:06,249295490.34079507
2025-01-01 00:01:07,250572822.29982793
2025-01-01 00:01:08,251249425.5372941
2025-01-01 00:01:09,253415849.96664295
2025-01-01 00:01:10,249174364.74638548
2025-01-01 00:01:11,250892892.07593596
2025-01-01 00:01:12,252795401.2411517
2025-01-01 00:01:13,255876729.14448047
2025-01-01 00:01:14,248891740.57628605
2025-01-01 00:01:15,250380188.80451706
2025-01-01 00:01:16,250697101.20263097
2025-01-01 00:01:17,249905080.18360287
2025-01-01 00:01:18,255173223.905947
2025-01-01 00:01:19,255798813.79862747
2025-01-01 00:01:20,251585082.9180634
2025-01-01 00:01:21,253480208.01816097
2025-01-01 00:01:22,254362226.10626203
2025-01-01 00:01:23,255127172.00190866
2025-01-01 00:01:24,247269344.76020807
2025-01-01 00:01:25,248379980.37421495
2025-01-01 00:01:26,254887962.85759234
2025-01-01 00:01:27,250617002.5443967
2025-01-01 00:01:28,245417042.70113707
2025-01-01 00:01:29,252194973.72567475
2025-01-01 00:01:30,250758174.80335122
2025-01-01 00:01:31,250071953.68796992
2025-01-01 00:01:32,255700792.6876406
2025-01-01 00:01:33,255831227.69669306
2025-01-01 00:01:34,253185091.95266512
2025-01-01 00:01:35,253540494.9616706
2025-01-01 00:01:36,255051465.38629055
2025-01-01 00:01:37,248031474.48916507
2025-01-01 00:01:38,252340458.51880473
2025-01-01 00:01:39,253889621.68348974
2025-01-01 00:01:40,254163036.12443802
2025-01-01 00:01:41,256826033.263598
2025-01-01 00:01:42,253185618.6409933
2025-01-01 00:01:43,247969385.0635551
2025-01-01 00:01:44,255933889.29818183
2025-01-01 00:01:45,250172189.97134545
2025-01-01 00:01:46,250291077.2985441
2025-01-01 00:01:47,252810890.27376175
2025-01-01 00:01:48,252036029.13905293
2025-01-01 00:01:49,249632336.65047204
2025-01-01 00:01:50,249031983.71631345
2025-01-01 00:01:51,249790276.3499569
2025-01-01 00:01:52,252161433.38079184
2025-01-01 00:01:53,248724455.5794946
2025-01-01 00:01:54,252615709.02507508
2025-01-01 00:01:55,249952283.26595873
2025-01-01 00:01:56,250274703.96378413
2025-01-01 00:01:57,246986873.7920953
2025-01-01 00:01:58,253835154.19832987
2025-01-01 00:01:59,246672210.3779109
2025-01-01 00:02:00,246450641.11457095
2025-01-01 00:02:01,245981435.7011286
2025-01-01 00:02:02,253976306.1458741
2025-01-01 00:02:03,254562499.62363353
2025-01-01 00:02:04,250276173.61346585
2025-01-01 00:02:05,254321436.17026964
2025-01-01 00:02:06,255789350.98368707
2025-01-01 00:02:07,249506800.9957285
2025-01-01 00:02:08,249341971.51184183
2025-01-01 00:02:09,251421316.93608996
2025-01-01 00:02:10,248996651.2576862
2025-01-01 00:02:11,248563822.39692852
2025-01-01 00:02:12,252448278.4209024
2025-01-01 00:02:13,252208041.76218122
2025-01-01 00:02:14,248869152.08511478
2025-01-01 00:02:15,248483721.32549185
2025-01-01 00:02:16,247859589.73097467
2025-01-01 00:02:17,243900168.13541058
2025-01-01 00:02:18,243293362.19642368
2025-01-01 00:02:19,249110092.53155783
2025-01-01 00:02:20,249761198.61445948
2025-01-01 00:02:21,250296184.7556852
2025-01-01 00:02:22,252533853.678006
2025-01-01 00:02:23,251049787.79430872
2025-01-01 00:02:24,250979132.5001121
2025-01-01 00:02:25,253350654.73065737
2025-01-01 00:02:26,250331380.0867689
2025-01-01 00:02:27,248800537.68994725
2025-01-01 00:02:28,247958722.16550037
2025-01-01 00:02:29,248374331.51821607
2025-01-01 00:02:30,253649073.09909546
2025-01-01 00:02:31,251579128.98271883
