date,OT
2025-01-01 00:00:00,248080032.60567755
2025-01-01 00:00:01,254116578.0880197
2025-01-01 00:00:02,250967628.18077025
2025-01-01 00:00:03,246278508.02321592
2025-01-01 00:00:04,249096914.2275476
2025-01-01 00:00:05,248137894.01265064
2025-01-01 00:00:06,247523540.09107643
2025-01-01 00:00:07,244463144.3306544
2025-01-01 00:00:08,246015200.1833088
2025-01-01 00:00:09,246429806.21030813
2025-01-01 00:00:10,245598082.05026484
2025-01-01 00:00:11,250357688.76285073
2025-01-01 00:00:12,252798781.85388145
2025-01-01 00:00:13,248965042.3429938
2025-01-01 00:00:14,247445404.1125066
2025-01-01 00:00:15,249598478.14243522
2025-01-01 00:00:16,248005569.59659848
2025-01-01 00:00:17,246915267.68135184
2025-01-01 00:00:18,248640208.63868773
2025-01-01 00:00:19,248853075.2751329
2025-01-01 00:00:20,244267103.19207773
2025-01-01 00:00:21,247765615.67492855
2025-01-01 00:00:22,249857619.79897866
2025-01-01 00:00:23,248582514.86380106
2025-01-01 00:00:24,249271471.49668998
2025-01-01 00:00:25,250800766.89688212
2025-01-01 00:00:26,248032553.34742853
2025-01-01 00:00:27,250519671.63777226
2025-01-01 00:00:28,246594663.83350274
2025-01-01 00:00:29,250066369.94129092
2025-01-01 00:00:30,248975709.23679996
2025-01-01 00:00:31,250333025.35326612
2025-01-01 00:00:32,248527529.89105856
2025-01-01 00:00:33,247440108.55578125
2025-01-01 00:00:34,249621249.10914543
2025-01-01 00:00:35,247423565.5057189
2025-01-01 00:00:36,246620001.3760279
2025-01-01 00:00:37,250011580.93221027
2025-01-01 00:00:38,252244038.67459726
2025-01-01 00:00:39,252498982.10329565
2025-01-01 00:00:40,252628561.08453542
2025-01-01 00:00:41,253181135.73795956
2025-01-01 00:00:42,250570373.61583155
2025-01-01 00:00:43,248485380.43361157
2025-01-01 00:00:44,244864480.89412698
2025-01-01 00:00:45,246620822.69322354
2025-01-01 00:00:46,247232685.19493347
2025-01-01 00:00:47,253933242.69677594
2025-01-01 00:00:48,253689101.1285947
2025-01-01 00:00:49,247088377.8102763
2025-01-01 00:00:50,247056482.37812647
2025-01-01 00:00:51,251395220.29166812
2025-01-01 00:00:52,252728239.41420752
2025-01-01 00:00:53,254237796.73272476
2025-01-01 00:00:54,250333465.12358305
2025-01-01 00:00:55,249886442.13815224
2025-01-01 00:00:56,251922761.2080478
2025-01-01 00:00:57,250108282.22847816
2025-01-01 00:00:58,252722357.60009032
2025-01-01 00:00:59,243593583.90931636
2025-01-01 00:01:00,242286108.32722092
2025-01-01 00:01:01,244971417.12317172
2025-01-01 00:01:02,245596533.62547955
2025-01-01 00:01:03,248091312.5425376
2025-01-01 00:01:04,249715011.63127452
2025-01-01 00:01:05,245699830.59157562
2025-01-01 00:01:06,243691551.80809042
2025-01-01 00:01:07,246877292.81217065
2025-01-01 00:01:08,248945300.42504436
2025-01-01 00:01:09,247218122.35339037
2025-01-01 00:01:10,246672999.34736708
2025-01-01 00:01:11,243434526.4423811
2025-01-01 00:01:12,248685242.70440724
2025-01-01 00:01:13,248640534.03859088
2025-01-01 00:01:14,251743648.55476734
2025-01-01 00:01:15,247523792.0626269
2025-01-01 00:01:16,245346079.9979988
2025-01-01 00:01:17,249919085.2619771
2025-01-01 00:01:18,251163541.01874247
2025-01-01 00:01:19,253297988.09038186
2025-01-01 00:01:20,249536038.0345728
2025-01-01 00:01:21,247275521.07695216
2025-01-01 00:01:22,247354658.92753798
2025-01-01 00:01:23,251065413.37488812
2025-01-01 00:01:24,249543068.63566637
2025-01-01 00:01:25,247927685.2173082
2025-01-01 00:01:26,250850934.59144893
2025-01-01 00:01:27,252548616.04700348
2025-01-01 00:01:28,252424888.82956383
2025-01-01 00:01:29,254651794.10727575
2025-01-01 00:01:30,254357867.32214025
2025-01-01 00:01:31,253423605.27048305
2025-01-01 00:01:32,253825740.20658022
2025-01-01 00:01:33,249008522.24520913
2025-01-01 00:01:34,248325913.06392634
2025-01-01 00:01:35,250269815.81389526
2025-01-01 00:01:36,251382727.08084428
2025-01-01 00:01:37,247378155.11670446
2025-01-01 00:01:38,245960741.83960405
2025-01-01 00:01:39,250584711.68350554
2025-01-01 00:01:40,249428977.99283317
2025-01-01 00:01:41,251375962.17521325
2025-01-01 00:01:42,251756742.23905393
2025-01-01 00:01:43,254774005.37104473
2025-01-01 00:01:44,252967137.4500682
2025-01-01 00:01:45,254064768.1081114
2025-01-01 00:01:46,255860248.50493175
2025-01-01 00:01:47,253294168.5967051
2025-01-01 00:01:48,253241540.10349867
2025-01-01 00:01:49,253367972.23250374
2025-01-01 00:01:50,250424625.1957251
2025-01-01 00:01:51,249866608.1104819
2025-01-01 00:01:52,249000743.01342368
