date,OT
2025-01-01 00:00:00,253559969.12067655
2025-01-01 00:00:01,253208649.49230838
2025-01-01 00:00:02,247070187.1714267
2025-01-01 00:00:03,251104657.51251262
2025-01-01 00:00:04,249138549.23654708
2025-01-01 00:00:05,255528211.6338516
2025-01-01 00:00:06,252656054.33253235
2025-01-01 00:00:07,253987948.75050077
2025-01-01 00:00:08,251726247.36821654
2025-01-01 00:00:09,256880951.8797719
2025-01-01 00:00:10,253574019.36867085
2025-01-01 00:00:11,255818563.77019182
2025-01-01 00:00:12,255437877.24841422
2025-01-01 00:00:13,258106484.8481251
2025-01-01 00:00:14,253895476.2074718
2025-01-01 00:00:15,250207392.75350133
2025-01-01 00:00:16,258265529.83357492
2025-01-01 00:00:17,255132278.5101575
2025-01-01 00:00:18,254000576.01782805
2025-01-01 00:00:19,257548692.31319463
2025-01-01 00:00:20,261777622.0712853
2025-01-01 00:00:21,255447996.60036358
2025-01-01 00:00:22,262150908.6408626
2025-01-01 00:00:23,256578696.56595796
2025-01-01 00:00:24,257747092.28499842
2025-01-01 00:00:25,255685785.7794138
2025-01-01 00:00:26,248145192.35279438
2025-01-01 00:00:27,258645334.53113756
2025-01-01 00:00:28,258004250.38027555
2025-01-01 00:00:29,253927015.77409285
2025-01-01 00:00:30,255219224.107333
2025-01-01 00:00:31,261890485.82538554
2025-01-01 00:00:32,253677966.34450775
2025-01-01 00:00:33,252007114.41459286
2025-01-01 00:00:34,259025987.3033636
2025-01-01 00:00:35,253999867.84439182
2025-01-01 00:00:36,251879305.70375016
2025-01-01 00:00:37,250368120.4162221
2025-01-01 00:00:38,256070405.25934172
2025-01-01 00:00:39,256032926.32163897
2025-01-01 00:00:40,256619689.10869172
2025-01-01 00:00:41,256563282.00621903
2025-01-01 00:00:42,258569368.63630277
2025-01-01 00:00:43,252461436.9858
2025-01-01 00:00:44,253212666.16613913
2025-01-01 00:00:45,256802796.39819577
2025-01-01 00:00:46,254168057.7900591
2025-01-01 00:00:47,260313671.53269354
2025-01-01 00:00:48,259450405.77482507
2025-01-01 00:00:49,257800247.71180457
2025-01-01 00:00:50,256992841.32192257
2025-01-01 00:00:51,254789368.4011969
2025-01-01 00:00:52,256623558.2479052
2025-01-01 00:00:53,255515181.79311955
2025-01-01 00:00:54,255944348.63282818
2025-01-01 00:00:55,254046576.12832233
2025-01-01 00:00:56,256571480.07814857
2025-01-01 00:00:57,257617259.7323333
2025-01-01 00:00:58,260180288.88320306
2025-01-01 00:00:59,258109150.43443754
2025-01-01 00:01:00,245912705.987213
2025-01-01 00:01:01,248796762.6143717
2025-01-01 00:01:02,252739208.98814708
2025-01-01 00:01:03,255165307.80207944
2025-01-01 00:01:04,257739981.59220627
2025-01-01 00:01:05,250499603.90763146
2025-01-01 00:01:06,250364467.07528454
2025-01-01 00:01:07,252323872.2211155
2025-01-01 00:01:08,250869996.19293174
2025-01-01 00:01:09,255240875.7129546
2025-01-01 00:01:10,255008676.3071135
2025-01-01 00:01:11,261086337.9530024
2025-01-01 00:01:12,261936584.28449953
2025-01-01 00:01:13,257766102.4849978
2025-01-01 00:01:14,258632788.55346146
2025-01-01 00:01:15,261859259.93326873
2025-01-01 00:01:16,253907825.55881736
2025-01-01 00:01:17,257509821.16296437
2025-01-01 00:01:18,255637477.91087934
2025-01-01 00:01:19,251989147.41936266
2025-01-01 00:01:20,258754512.83290517
2025-01-01 00:01:21,262944998.0528567
2025-01-01 00:01:22,262078288.6253354
2025-01-01 00:01:23,250436032.2072319
2025-01-01 00:01:24,257305735.2999324
2025-01-01 00:01:25,253003477.60451433
2025-01-01 00:01:26,250360574.97467658
2025-01-01 00:01:27,253456743.5222308
2025-01-01 00:01:28,254207754.5951255
2025-01-01 00:01:29,252174500.51914415
2025-01-01 00:01:30,253112860.4059906
2025-01-01 00:01:31,255981307.38366398
2025-01-01 00:01:32,255370173.41738242
2025-01-01 00:01:33,256974872.12226564
2025-01-01 00:01:34,255350980.1507219
2025-01-01 00:01:35,256057560.9759838
2025-01-01 00:01:36,251473788.86609557
2025-01-01 00:01:37,248044174.52675694
2025-01-01 00:01:38,251962961.86395198
2025-01-01 00:01:39,249024311.5871718
2025-01-01 00:01:40,246291310.50701818
2025-01-01 00:01:41,256085652.81477723
2025-01-01 00:01:42,252999628.22709313
2025-01-01 00:01:43,247825692.91234097
2025-01-01 00:01:44,245195624.25716442
2025-01-01 00:01:45,246737065.33271337
2025-01-01 00:01:46,253789561.76039237
