date,OT
2025-01-01 00:00:00,246403885.76944065
2025-01-01 00:00:01,244030609.27867743
2025-01-01 00:00:02,243844375.4180018
2025-01-01 00:00:03,237137088.11901164
2025-01-01 00:00:04,238585836.70907488
2025-01-01 00:00:05,242072954.92103744
2025-01-01 00:00:06,238753191.58257502
2025-01-01 00:00:07,239111069.5559974
2025-01-01 00:00:08,243777497.77388498
2025-01-01 00:00:09,239895674.71037817
2025-01-01 00:00:10,242476999.99426624
2025-01-01 00:00:11,235410239.21649706
2025-01-01 00:00:12,236705718.07624242
2025-01-01 00:00:13,236959619.72478
2025-01-01 00:00:14,234356332.96986976
2025-01-01 00:00:15,232822971.47451162
2025-01-01 00:00:16,237384802.70586097
2025-01-01 00:00:17,238796788.28159598
2025-01-01 00:00:18,244221031.91113526
2025-01-01 00:00:19,243353690.99823993
2025-01-01 00:00:20,246201183.0103843
2025-01-01 00:00:21,244108132.83106676
2025-01-01 00:00:22,244779694.2694551
2025-01-01 00:00:23,241295403.53853828
2025-01-01 00:00:24,241903411.90332782
2025-01-01 00:00:25,242444532.77930114
2025-01-01 00:00:26,243685501.3806802
2025-01-01 00:00:27,244769881.11783805
2025-01-01 00:00:28,242806903.9002412
2025-01-01 00:00:29,240699552.1727875
2025-01-01 00:00:30,244815820.74571213
2025-01-01 00:00:31,243976287.40092507
2025-01-01 00:00:32,244130583.1776639
2025-01-01 00:00:33,241455378.54947025
2025-01-01 00:00:34,239384588.07052326
2025-01-01 00:00:35,236624956.78109705
2025-01-01 00:00:36,241976515.88163897
2025-01-01 00:00:37,235433221.65277585
2025-01-01 00:00:38,240790162.54703128
2025-01-01 00:00:39,243703641.4038376
2025-01-01 00:00:40,244848740.81711212
2025-01-01 00:00:41,240671356.02764994
2025-01-01 00:00:42,243536488.16183972
2025-01-01 00:00:43,248355192.53361645
2025-01-01 00:00:44,249947645.22456536
2025-01-01 00:00:45,243681615.36718202
2025-01-01 00:00:46,243476965.16095135
2025-01-01 00:00:47,241541972.86851934
2025-01-01 00:00:48,242502762.31494495
2025-01-01 00:00:49,239869952.7560915
2025-01-01 00:00:50,238088939.69933712
2025-01-01 00:00:51,241607842.2391595
2025-01-01 00:00:52,239918095.79363406
2025-01-01 00:00:53,243296630.41014943
2025-01-01 00:00:54,239343529.5759018
2025-01-01 00:00:55,237725749.50308177
2025-01-01 00:00:56,240757975.1310143
2025-01-01 00:00:57,240490438.77752236
2025-01-01 00:00:58,238810196.55077198
2025-01-01 00:00:59,245013714.00795522
2025-01-01 00:01:00,247115573.38247553
2025-01-01 00:01:01,248665974.85098282
2025-01-01 00:01:02,243991739.38516095
2025-01-01 00:01:03,243180699.95201138
2025-01-01 00:01:04,245146962.6922434
2025-01-01 00:01:05,239585777.46963522
2025-01-01 00:01:06,239800725.67681542
2025-01-01 00:01:07,234914700.88675714
2025-01-01 00:01:08,235553242.00554362
2025-01-01 00:01:09,240881410.48754334
2025-01-01 00:01:10,242178005.04150087
2025-01-01 00:01:11,241768188.70606315
2025-01-01 00:01:12,241019636.04890653
2025-01-01 00:01:13,246210811.95520326
2025-01-01 00:01:14,249230710.4415678
2025-01-01 00:01:15,244972674.13335055
2025-01-01 00:01:16,246183550.18531644
2025-01-01 00:01:17,241991135.64839303
2025-01-01 00:01:18,245596825.610386
2025-01-01 00:01:19,245047078.56867048
2025-01-01 00:01:20,240735582.16257653
2025-01-01 00:01:21,240635240.13864544
2025-01-01 00:01:22,238110144.88644361
2025-01-01 00:01:23,241477092.4955823
2025-01-01 00:01:24,241828604.48445898
2025-01-01 00:01:25,238938130.45378602
2025-01-01 00:01:26,240044795.05543527
2025-01-01 00:01:27,239392072.3509071
2025-01-01 00:01:28,238764646.96279827
2025-01-01 00:01:29,239582355.4052558
2025-01-01 00:01:30,241966323.95145327
2025-01-01 00:01:31,232576497.61855164
2025-01-01 00:01:32,237617368.50954604
2025-01-01 00:01:33,239000133.18181276
2025-01-01 00:01:34,244104033.4090953
2025-01-01 00:01:35,241695628.6063158
2025-01-01 00:01:36,237605031.11584988
2025-01-01 00:01:37,240146888.89078912
2025-01-01 00:01:38,239209962.1548129
2025-01-01 00:01:39,236664454.65417558
2025-01-01 00:01:40,238858598.12400183
2025-01-01 00:01:41,238908715.8040524
2025-01-01 00:01:42,239528881.6127611
2025-01-01 00:01:43,236383997.20060572
2025-01-01 00:01:44,237931522.87514868
2025-01-01 00:01:45,238033710.0912002
2025-01-01 00:01:46,235121858.1821305
2025-01-01 00:01:47,239753879.34675592
2025-01-01 00:01:48,236500763.31379482
2025-01-01 00:01:49,234996878.21412295
2025-01-01 00:01:50,237141717.70857438
2025-01-01 00:01:51,240136547.6538754
